ILMNID	CHR	MAPINFO	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50	C51	C52	C53	C54	C55	C56	C57	C58	C59	C60	C61	C62	C63	C64	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64
cg01793617	chr1	785628	0.648255159	0.62581356	0.70999538	0.634870868	0.683869367	0.706238909	0.639013264	0.837641432	0.517348936	0.761142317	0.668770869	0.587832231	0.580924602	0.722475477	0.616227969	0.699400966	0.512351705	0.667454688	0.648415604	0.552112728	0.724132296	0.537455309	0.57575789	0.594111818	0.623104704	0.44670757	0.684130676	0.606143332	0.634107974	0.720920271	0.481980799	0.577299556	0.63086153	0.860300196	0.445707065	0.653335506	0.575358473	0.60311865	0.645290649	0.85390289	0.578711002	0.620129128	0.553473823	0.687289263	0.891701742	0.601043853	0.639663736	0.627350007	0.756553916	0.540524625	0.558109952	0.641017911	0.49068338	0.544741381	0.821200591	0.562416443	0.671843929	0.691079597	0.574260254	0.783181699	0.808087972	0.880936808	0.706678536	0.647385106	0.814440563	0.71465053	0.747112651	0.674600965	0.768412099	0.747363635	0.644736816	0.877206665	0.624358756	0.638940894	0.645427069	0.750858917	0.715517122	0.662962715	0.685323988	0.679957371	0.656364263	0.654015474	0.684850228	0.684062985	0.631829299	0.611032543	0.725868686	0.690793536	0.667224114	0.654313501	0.637039583	0.660779388	0.587510466	0.716368742	0.785026292	0.623177965	0.697036046	0.740114929	0.763899894	0.75133597	0.680834	0.712952373	0.664477907	0.770313096	0.712832917	0.737559302	0.883311293	0.797439191	0.87525107	0.743124638	0.649995052	0.603204913	0.86387555	0.738292284	0.637295458	0.617486184	0.660950425	0.724680148	0.726849577	0.795585033	0.760060731	0.781267244	0.846747375	0.888251406	0.72489845	0.899222147	0.74897153	0.787277475
cg05662829	chr1	787423	0.825615196	0.729719425	0.855079136	0.781146056	0.812256887	0.821869419	0.657870467	0.952315741	0.564887041	0.799973401	0.742142564	0.922370018	0.853859508	0.717760413	0.802581047	0.709584552	0.866170394	0.719976208	0.871147859	0.824582741	0.727882734	0.836536069	0.875340623	0.833697452	0.710266517	0.674465315	0.768210506	0.394505512	0.62223385	0.832122659	0.496659616	0.803878034	0.847413184	0.918476832	0.847362691	0.800378273	0.563137838	0.60297044	0.780428953	0.871849431	0.785869206	0.659049511	0.561222648	0.727854653	0.919979393	0.646308921	0.88964021	0.68394879	0.583075489	0.770208381	0.828804077	0.65768747	0.630326654	0.833541588	0.596783265	0.52331424	0.73328112	0.538122833	0.912415659	0.928077096	0.85951936	0.871836609	0.750263064	0.762177272	0.855735725	0.863616346	0.818290925	0.776603291	0.758943964	0.809684326	0.653234858	0.939694754	0.72373752	0.790121634	0.858184581	0.769492257	0.824442753	0.812041797	0.854346746	0.820267132	0.788418721	0.765937577	0.813333701	0.812172656	0.803006642	0.691239011	0.843279311	0.839806114	0.843101975	0.860458634	0.79083158	0.784599835	0.725804714	0.809609002	0.873755366	0.80515513	0.843563418	0.781536748	0.859589714	0.735002538	0.793931208	0.796582511	0.777920476	0.78337474	0.685582622	0.841963926	0.929328908	0.958503611	0.930220524	0.741473776	0.70985705	0.670953688	0.912298644	0.755893617	0.795952248	0.776556713	0.691289585	0.780813644	0.808795536	0.815690449	0.819502869	0.769269036	0.95016863	0.941050818	0.732442716	0.934911719	0.866884685	0.799050606
cg22714517	chr1	788864	0.905274508	0.794407773	0.932826992	0.906233226	0.743011767	0.931035476	0.920383465	0.95461803	0.910383423	0.7822787	0.926516064	0.89653258	0.903299667	0.757333402	0.935045772	0.914323092	0.782313575	0.926095809	0.763511871	0.922076363	0.898510829	0.886167271	0.917626582	0.933572459	0.942353881	0.74375542	0.910573389	0.932754093	0.951396099	0.902612581	0.749342508	0.923772355	0.930502385	0.918255457	0.944974855	0.935602998	0.944872382	0.874983491	0.923858896	0.89325585	0.848803683	0.910688016	0.727275515	0.879926775	0.945567749	0.918301206	0.957735786	0.902684385	0.92803362	0.752682013	0.757118033	0.942497183	0.921374324	0.924092187	0.913808154	0.90746844	0.836290235	0.812837953	0.951452341	0.934891879	0.94905748	0.877732722	0.940629031	0.93560679	0.927097352	0.929324232	0.897834675	0.932807614	0.883839277	0.939438796	0.921562347	0.947442254	0.931108381	0.924442866	0.948595367	0.899337941	0.915939572	0.762656463	0.927834112	0.927330144	0.939859226	0.89123203	0.92700156	0.939688523	0.908099119	0.919942597	0.942264113	0.939195966	0.947306759	0.957098077	0.914203782	0.940220866	0.94437123	0.942889137	0.916680114	0.9461029	0.930478824	0.934843944	0.938518859	0.948654105	0.90372138	0.92823519	0.901423333	0.891285021	0.914846356	0.917413271	0.953334488	0.936895172	0.950556773	0.933856775	0.917334439	0.922608743	0.947482933	0.909434821	0.900908277	0.939183682	0.894644491	0.928327749	0.930178297	0.894836523	0.931871626	0.909235593	0.937603163	0.931865105	0.916823373	0.945427142	0.916202113	0.920049155
cg03128332	chr1	805338	0.077596923	0.098809845	0.026076478	0.039000685	0.176077952	0.184875744	0.21042627	0.045220991	0.151385731	0.122466957	0.058861616	0.092897366	0.031848847	0.113862349	0.119939478	0.079437189	0.204838161	0.218587649	0.024948891	0.065978664	0.110950164	0.021368531	0.058151981	0.038007655	0.064965737	0.117732306	0.20638722	0.131169275	0.087880571	0.059103478	0.052387012	0.107296981	0.055527931	0.137038658	0.094416483	0.205429656	0.140170784	0.072199313	0.071906981	0.113651746	0.155400532	0.20568307	0.16424653	0.065528903	0.202658912	0.189918619	0.117295383	0.080332635	0.045564176	0.191857684	0.170846222	0.20978166	0.038230409	0.136992204	0.114425753	0.121589763	0.107705764	0.043028307	0.131318059	0.170730978	0.145938338	0.106727423	0.200638877	0.186896955	0.081881971	0.065861982	0.046995337	0.057566201	0.18356988	0.176249738	0.240640397	0.068697554	0.202759524	0.109072985	0.163486076	0.102776765	0.068327349	0.085354062	0.181347518	0.110940882	0.210280271	0.132056047	0.108753621	0.081116717	0.211352822	0.107212941	0.060244564	0.041029405	0.084446487	0.122260093	0.140660199	0.127965248	0.120425944	0.112190295	0.066593701	0.121324382	0.061159782	0.149304888	0.148072286	0.254060467	0.124609233	0.051666513	0.051372822	0.167295485	0.182865581	0.224160717	0.216358255	0.097334727	0.177785597	0.154285754	0.20937658	0.082777935	0.089552447	0.208914643	0.219770789	0.21757997	0.055792248	0.194307568	0.141730932	0.182691783	0.090572815	0.058357574	0.138263015	0.213391629	0.210668993	0.14914844	0.284445922	0.18458689
cg15994267	chr1	805352	0.337913446	0.34415297	0.39663899	0.375487468	0.428075179	0.385260334	0.367215402	0.323777306	0.31401311	0.384096902	0.303617715	0.347606008	0.349560097	0.291924383	0.272000298	0.290248942	0.29227321	0.337783027	0.366831687	0.252641522	0.310849071	0.304016623	0.253235512	0.320090008	0.321983836	0.373611913	0.385645758	0.363578177	0.327985908	0.301045966	0.222370954	0.330278952	0.347649033	0.375379103	0.286227918	0.393126475	0.492577347	0.398589394	0.353832725	0.412072334	0.396565275	0.369721582	0.304094145	0.317944627	0.375380442	0.373900187	0.363728831	0.388372326	0.346489146	0.376474148	0.346882693	0.396507155	0.381053051	0.352996581	0.307189889	0.421438176	0.368325164	0.35131514	0.316958874	0.379977847	0.357103109	0.375305037	0.335070169	0.397700037	0.305850715	0.34240291	0.304042832	0.400895572	0.378765752	0.338010576	0.383860646	0.351294621	0.393964194	0.317815456	0.350790061	0.316706994	0.323806358	0.255427962	0.31724802	0.31124266	0.375414028	0.309037507	0.419347962	0.309826876	0.388817685	0.429252728	0.334770828	0.348443428	0.299982865	0.368728059	0.360535436	0.310619875	0.342530464	0.349857258	0.292426673	0.290965433	0.378369568	0.356681917	0.33665284	0.416412491	0.424182211	0.362414977	0.326749238	0.37163045	0.388634192	0.386524257	0.356035339	0.331632209	0.368411957	0.32712396	0.369713109	0.366470756	0.352655365	0.417609557	0.355573897	0.399941563	0.358051426	0.354901311	0.318630869	0.396549925	0.410406414	0.362638159	0.375650315	0.393565951	0.362014515	0.380131247	0.401011032	0.349329302
cg16619049	chr1	805541	0.099433268	0.211078343	0.079061342	0.178446994	0.066373178	0.489419492	0.331281689	0.562862547	0.22805856	0.497116547	0.590644738	0.516848831	0.301373222	0.258769434	0.316645852	0.44775134	0.535547808	0.292578125	0.326019669	0.330547574	0.628025757	0.569946086	0.593103988	0.671641385	0.468701947	0.542166751	0.365340933	0.304346239	0.098659209	0.336349054	0.262891694	0.809980322	0.20080459	0.097116212	0.287830169	0.470889621	0.162562372	0.27807646	0.416502487	0.727299599	0.071279409	0.292373684	0.649800582	0.223980673	0.227946871	0.517095506	0.196295514	0.277747567	0.052538871	0.483022746	0.729094311	0.429101995	0.452095349	0.538243295	0.576248571	0.285582025	0.318016445	0.484858104	0.10199729	0.361046511	0.479268282	0.325162151	0.21296504	0.545931843	0.312571089	0.326896221	0.306147941	0.323075984	0.382678484	0.403430301	0.310677403	0.210608718	0.305427706	0.263312418	0.309852325	0.29282624	0.306808929	0.353437529	0.296270412	0.307822888	0.325835286	0.276786586	0.380014743	0.2698282	0.268035724	0.329869173	0.367263893	0.394451264	0.371710586	0.315461766	0.281746856	0.256997283	0.270376313	0.272249092	0.3811807	0.290376234	0.336087932	0.355404344	0.37749279	0.258100672	0.336899331	0.36931226	0.354984984	0.400306765	0.290141364	0.330852312	0.235748693	0.148336913	0.276889802	0.330948452	0.354591142	0.266387798	0.257894616	0.255790549	0.383425794	0.314126352	0.374366999	0.372302532	0.405070239	0.380230938	0.32239604	0.385460964	0.187739541	0.237786912	0.411318925	0.240817288	0.410061717	0.371780495
cg20275697	chr1	809469	0.826192948	0.667616706	0.803049617	0.804150624	0.899330823	0.784089177	0.804222832	0.956516911	0.810741643	0.682961868	0.927068805	0.749423458	0.682695054	0.917006933	0.920917657	0.874390798	0.694014268	0.768802265	0.748131169	0.855793209	0.762710303	0.876076252	0.829041261	0.891356415	0.872914026	0.718481812	0.865673241	0.957073255	0.851062568	0.803391435	0.780898227	0.741097285	0.939564968	0.910064376	0.905331961	0.888534187	0.697139773	0.764786953	0.701685897	0.789837036	0.667162775	0.698030644	0.668784311	0.690422291	0.849567397	0.849325726	0.888596307	0.760872585	0.953204704	0.658105713	0.69843358	0.794840141	0.806171422	0.892840656	0.86305659	0.808481146	0.756359628	0.781146305	0.828519886	0.947344104	0.903130175	0.878751402	0.724298622	0.729795035	0.867921234	0.876297756	0.776444896	0.814292088	0.780199024	0.820498076	0.753875718	0.914197807	0.872453649	0.813343762	0.789569997	0.822416532	0.827542405	0.885454001	0.942388902	0.893439398	0.773402691	0.793450027	0.859281835	0.901275515	0.881609379	0.845858817	0.896920659	0.909627683	0.88338869	0.911139514	0.885788049	0.89999295	0.899341883	0.920200426	0.882699272	0.764670918	0.864844916	0.838570406	0.820954339	0.931424813	0.739208412	0.701567055	0.736149979	0.755075582	0.817710716	0.726320114	0.855546739	0.896216167	0.859968546	0.796042456	0.816271141	0.725120168	0.908384853	0.786448622	0.858619951	0.847244107	0.837631578	0.822562464	0.836144225	0.777688399	0.83013317	0.80477968	0.869039533	0.863998632	0.703910367	0.845082548	0.737527549	0.701819362
cg18147296	chr1	812539	0.857826921	0.683370815	0.673905837	0.795756321	0.870506702	0.692508984	0.649682488	0.841139231	0.752640268	0.678341094	0.762781596	0.829725141	0.759071538	0.704197064	0.699773203	0.778289529	0.742098431	0.79512104	0.766863626	0.753899384	0.690598789	0.724167201	0.821867006	0.747153051	0.74626795	0.75027514	0.615218335	0.735490961	0.84118016	0.804567103	0.663201308	0.82680451	0.819283983	0.798583065	0.71712341	0.689366055	0.78713409	0.641078442	0.671741915	0.792411934	0.569417676	0.772372592	0.800857305	0.440569581	0.720155018	0.694985316	0.814628089	0.699688692	0.839638653	0.745454926	0.704160174	0.790029958	0.681709842	0.77277956	0.752927461	0.754472877	0.541870171	0.697448458	0.759672512	0.801294743	0.829349102	0.797784712	0.689058469	0.758653504	0.551896728	0.599516816	0.555341258	0.51750813	0.475680954	0.524518541	0.577994849	0.602717938	0.550098963	0.564320637	0.6364116	0.542041672	0.491264643	0.595365464	0.578799477	0.543570039	0.535162081	0.501371008	0.572371551	0.537892323	0.521690066	0.619788336	0.529791813	0.607589092	0.577385052	0.603697433	0.482568778	0.550892477	0.599285886	0.568027195	0.472807704	0.504470139	0.5061056	0.539628722	0.509746764	0.513849342	0.541772192	0.504594768	0.590837706	0.596822323	0.537850356	0.598318096	0.607835813	0.641787997	0.70934129	0.404669498	0.582764849	0.610922872	0.590500295	0.447534093	0.585310342	0.646027991	0.575337032	0.557968062	0.551084156	0.492083389	0.538546052	0.483789518	0.640899701	0.598760382	0.524793518	0.601723172	0.467665359	0.484582381
cg05597748	chr1	812679	0.769922116	0.652506022	0.755869055	0.717657737	0.82825897	0.812751453	0.767812012	0.782600481	0.767462744	0.665568259	0.779955931	0.6950116	0.781980944	0.715455522	0.738045152	0.795826666	0.752054917	0.707340146	0.749284037	0.809257311	0.74555646	0.703033609	0.751165655	0.759348061	0.785255421	0.725808862	0.692609979	0.752067978	0.803158262	0.735965659	0.608003746	0.779192023	0.76403182	0.7918334	0.693291918	0.727244442	0.780635828	0.683790323	0.785978405	0.80963983	0.646632645	0.787667613	0.727331609	0.638987646	0.772155502	0.743548023	0.829591589	0.738650422	0.788810464	0.766342797	0.798817658	0.798819038	0.754582028	0.802486867	0.782590079	0.802027749	0.708905978	0.567023457	0.820484061	0.778075388	0.793400928	0.718717551	0.708489677	0.846254526	0.610486149	0.704121473	0.689511593	0.708828662	0.595654358	0.757230072	0.79404019	0.760061695	0.731126365	0.768479298	0.765846902	0.679932498	0.728202405	0.807636138	0.761039389	0.732523078	0.709494338	0.713439782	0.704586052	0.802032125	0.77204519	0.762518773	0.721856081	0.755976982	0.75230887	0.778247808	0.688168252	0.794038026	0.759695992	0.722438713	0.620471287	0.713989983	0.762156698	0.715577046	0.634538183	0.716745123	0.731916221	0.736747333	0.788763369	0.750594956	0.761412598	0.786844543	0.717808106	0.787727274	0.765797874	0.521560311	0.771881343	0.761867654	0.665820333	0.614786082	0.788194094	0.789805658	0.763646385	0.775706649	0.75128351	0.677804718	0.702032961	0.670125179	0.738824795	0.595641176	0.711420458	0.665815407	0.674308209	0.636243586
cg00111697	chr1	812760	0.592666319	0.584599443	0.620687321	0.711891858	0.805936083	0.620174682	0.667898587	0.724371786	0.6113284	0.606030095	0.641568856	0.443939677	0.69390133	0.675442818	0.59791326	0.522048202	0.504551658	0.481681192	0.669224897	0.732176986	0.668645458	0.636476135	0.545499602	0.621266831	0.630709373	0.572210747	0.650107742	0.48248851	0.613569737	0.640270719	0.550541679	0.691870372	0.443496503	0.549575092	0.524017811	0.658549378	0.605611095	0.61242848	0.768922097	0.466848712	0.537055136	0.609046835	0.410090341	0.542809541	0.739839698	0.621520703	0.787333965	0.642490811	0.718825085	0.538719416	0.734638627	0.663222263	0.597569245	0.627313077	0.649577053	0.544324799	0.638505196	0.511675952	0.573906699	0.658489646	0.639732118	0.650017318	0.608063366	0.641674301	0.659798391	0.753899157	0.697006838	0.704224501	0.610207405	0.690312783	0.661769163	0.774738693	0.626783519	0.715204142	0.741318658	0.671157174	0.768043742	0.813230313	0.755823048	0.724067865	0.720043895	0.745930693	0.715298407	0.823147413	0.683033486	0.742794717	0.78279559	0.783084307	0.819699713	0.73192158	0.719408671	0.774838487	0.771807197	0.853726428	0.648735516	0.742432131	0.753578687	0.694218441	0.640655319	0.76402868	0.710905209	0.754488076	0.813539838	0.646745847	0.714659393	0.694958504	0.747326313	0.765598008	0.800452565	0.611663064	0.718178525	0.730017948	0.708622877	0.669355477	0.779734341	0.735204061	0.732329587	0.717265668	0.7575995	0.653053628	0.695305605	0.728730071	0.744731002	0.718808287	0.703791919	0.70539007	0.649009275	0.622655585
cg10988531	chr1	813317	0.807417216	0.663899467	0.150351514	0.409876112	0.190238776	0.655664666	0.707669207	0.869981719	0.518591509	0.384243365	0.594582473	0.789964699	0.787942252	0.578801449	0.477056624	0.457131597	0.462092627	0.445900234	0.845437048	0.70139454	0.692929748	0.707694723	0.881246141	0.618410088	0.674939695	0.823158186	0.511839914	0.826437378	0.597453732	0.787422674	0.500588341	0.715581858	0.601704112	0.723752681	0.48621679	0.753469279	0.768550849	0.663870643	0.678684335	0.427347893	0.244913599	0.572533289	0.708488682	0.49611423	0.557590438	0.433578994	0.639503338	0.542797195	0.394747342	0.481645663	0.675038427	0.809175308	0.432841001	0.718617804	0.836595892	0.408979388	0.526933825	0.642236117	0.484562106	0.517478777	0.594767437	0.685259955	0.454349146	0.503021482	0.736477811	0.723558539	0.608254858	0.658325108	0.6900819	0.617053739	0.591466891	0.598063119	0.5097585	0.45717348	0.601010374	0.652978251	0.619472258	0.666328114	0.603616915	0.490152344	0.521743081	0.572339216	0.646192322	0.556059857	0.599521184	0.559614823	0.646269022	0.424343596	0.619561371	0.633712984	0.366109875	0.507368695	0.590061389	0.706154096	0.46588715	0.592908965	0.480864684	0.684587791	0.700369578	0.435111141	0.635176622	0.616609644	0.482888099	0.627277422	0.566417961	0.677332015	0.582540379	0.588779774	0.532174992	0.527940677	0.516369073	0.669274813	0.617114085	0.565427079	0.52858591	0.468502254	0.601152522	0.603939188	0.588076118	0.649353659	0.636155579	0.553289974	0.589220474	0.756990326	0.644093624	0.730388004	0.612305654	0.758358807
cg19642727	chr1	853876	0.445243755	0.482887016	0.260237626	0.490962536	0.734176126	0.643677834	0.667164542	0.69423198	0.714891676	0.512132071	0.699597212	0.778563983	0.78422452	0.748033774	0.732816101	0.692490544	0.712135659	0.562725819	0.710809763	0.518496481	0.560143038	0.694654488	0.802305162	0.75610753	0.413143585	0.496511996	0.583177883	0.68793085	0.77548922	0.59642453	0.488015609	0.526514343	0.794153533	0.595390054	0.616030244	0.688825321	0.747234506	0.425279458	0.549537437	0.546462672	0.512357536	0.555431125	0.724425727	0.425987339	0.821999232	0.660955523	0.798524911	0.460288426	0.743222713	0.593663461	0.311548671	0.584560415	0.467058855	0.582765698	0.76377486	0.348379151	0.449522449	0.508470642	0.400009349	0.795777553	0.7752998	0.612303705	0.463145543	0.595120309	0.554654559	0.564245888	0.518185741	0.564479431	0.442501752	0.598566927	0.567186707	0.634394279	0.557483909	0.582443664	0.567664712	0.491391757	0.553994004	0.590887338	0.586316427	0.599006429	0.547057911	0.559886783	0.592924651	0.532825744	0.532893424	0.603371693	0.634001398	0.612157492	0.584059364	0.585503003	0.59937107	0.608822605	0.616803752	0.594413694	0.461137447	0.619501491	0.55362451	0.520918202	0.54587928	0.633472897	0.569389793	0.50285652	0.571165301	0.513881554	0.619614572	0.601757023	0.501596975	0.625670691	0.637266192	0.47174199	0.601940372	0.534933361	0.575444744	0.459511862	0.528477338	0.533166635	0.587639837	0.60450795	0.504483058	0.4901104	0.518055617	0.537688056	0.569828674	0.569091679	0.517425569	0.542236822	0.45641536	0.537552598
cg21407818	chr1	853925	0.746273307	0.806430901	0.507532261	0.859415876	0.872057728	0.741274641	0.780820547	0.824007602	0.802992761	0.794221334	0.756256224	0.855658345	0.869599608	0.708641208	0.873010184	0.835704698	0.819072396	0.796096138	0.80686348	0.641888604	0.779810332	0.771736081	0.839596846	0.841224001	0.59726745	0.757156758	0.645146633	0.838138861	0.804538304	0.858966097	0.8481644	0.831625772	0.374698877	0.833116251	0.762879218	0.802467267	0.831628403	0.683798151	0.698350708	0.554035548	0.771728907	0.776368212	0.83436625	0.527137791	0.759719338	0.781554903	0.827261606	0.757752249	0.361165667	0.748348798	0.790385771	0.716543564	0.713505289	0.78982111	0.804497561	0.566751849	0.594526947	0.668473555	0.779193984	0.8214814	0.857099702	0.799920459	0.661757425	0.782970253	0.695061485	0.74195261	0.69255031	0.764622198	0.572072683	0.749426067	0.703486199	0.792209774	0.766263985	0.74253388	0.746620827	0.684021689	0.813214425	0.799320073	0.788764248	0.812363859	0.729267044	0.771299904	0.731943388	0.816139711	0.702525397	0.837874797	0.777876601	0.785984304	0.821002946	0.807614371	0.76731501	0.77403051	0.79890726	0.809283377	0.702488923	0.80744877	0.767583683	0.67722291	0.67419052	0.843260436	0.773995315	0.664470175	0.784200926	0.732393959	0.755792164	0.777129611	0.671903991	0.804415577	0.782483122	0.629498512	0.771904472	0.778250442	0.716158973	0.678019476	0.786020046	0.705441222	0.755556499	0.766114501	0.742522293	0.60287282	0.670593208	0.662429405	0.713497411	0.674420384	0.674437676	0.723684864	0.609921256	0.651021532
cg22226438	chr1	854766	0.524002941	0.870378657	0.071163885	0.826520758	0.891649431	0.619230268	0.68053021	0.334915309	0.830838737	0.729681523	0.679553874	0.971052949	0.826583365	0.516251765	0.867897485	0.71168468	0.647254757	0.40645114	0.967076011	0.593671729	0.868710627	0.751580827	0.983531773	0.960415557	0.827351117	0.725112306	0.717458684	0.615782681	0.449975629	0.512650676	0.472759297	0.524668449	0.775459548	0.972080355	0.589412544	0.957573027	0.567991101	0.556295589	0.666487045	0.423907054	0.63408153	0.486240831	0.970765249	0.489802279	0.607953356	0.431759382	0.487174063	0.381772794	0.102721306	0.369729257	0.580424979	0.643815017	0.369314296	0.557326142	0.597737976	0.3527769	0.600219554	0.421318644	0.525378727	0.901842659	0.278677174	0.260042155	0.353575888	0.762408731	0.936443829	0.946795587	0.920371381	0.828308054	0.832135652	0.764102613	0.667378982	0.925792703	0.668256791	0.815987325	0.849193734	0.87181104	0.76008388	0.698873899	0.80891454	0.76144856	0.635559853	0.855679952	0.871686591	0.717325829	0.545193592	0.807158362	0.964347319	0.899299297	0.65439832	0.600825504	0.759676008	0.903038687	0.703671677	0.876317694	0.829949015	0.813250114	0.902054503	0.926447973	0.966252563	0.630656856	0.70133531	0.83890929	0.783040951	0.762860687	0.696284284	0.664981775	0.64989994	0.645014754	0.741488585	0.966872379	0.676386227	0.534479564	0.932404981	0.727015661	0.667793739	0.448382243	0.631671913	0.878807378	0.697473936	0.771554725	0.916172536	0.917224527	0.752000315	0.882800486	0.747515463	0.843232052	0.767263582	0.667565251
cg08029603	chr1	854824	0.437864335	0.799465744	0.454030479	0.939264982	0.610994104	0.626892534	0.756036813	0.513916394	0.850566894	0.85519036	0.683851094	0.908807292	0.916603019	0.753356912	0.770589358	0.76526763	0.512916694	0.587396423	0.790200359	0.847938929	0.802249706	0.693938448	0.930256138	0.878772531	0.766548458	0.716631432	0.723406587	0.732503678	0.655753727	0.593090872	0.665784871	0.788610199	0.910311595	0.931081294	0.791802868	0.883451471	0.82141628	0.570432912	0.647072689	0.579964895	0.6056802	0.54254798	0.895513585	0.523895923	0.766223485	0.648780221	0.541475356	0.589268171	0.564238218	0.627910049	0.624517353	0.690745515	0.551032693	0.74805565	0.736871853	0.493855652	0.538230037	0.694789275	0.630392604	0.884889882	0.750740606	0.5642195	0.517364567	0.787691084	0.836881932	0.829732445	0.75154534	0.760610099	0.711581128	0.762181527	0.678004039	0.831228376	0.674108524	0.735796221	0.711229834	0.785911244	0.757108146	0.771026739	0.786354604	0.755916254	0.725353961	0.696395454	0.738565469	0.73878215	0.665655967	0.778098311	0.869894028	0.712801079	0.665492805	0.700495417	0.730240002	0.794564581	0.703269781	0.735601055	0.720318107	0.805773808	0.793372566	0.779793651	0.832716704	0.745157575	0.740575371	0.738607191	0.700880632	0.72615549	0.693723788	0.746110815	0.722678256	0.730799451	0.822897749	0.780540315	0.675597409	0.613518592	0.77823765	0.761503161	0.636909929	0.593896299	0.704826915	0.781344657	0.740521837	0.74997078	0.779214408	0.715161888	0.726640317	0.79976236	0.750050607	0.821259738	0.677380704	0.697989253
cg16347928	chr1	854838	0.629259662	0.918650898	0.592697922	0.950700301	0.889579363	0.791826213	0.86678825	0.738930224	0.918958831	0.921865559	0.856340699	0.941464771	0.956456048	0.897791708	0.877576386	0.940892306	0.939250939	0.767436365	0.863291756	0.902204509	0.893048518	0.879436046	0.950144726	0.924576508	0.944919957	0.883413433	0.902456861	0.703010591	0.895021093	0.809864899	0.84705558	0.931635306	0.668055937	0.910003013	0.956557152	0.925231244	0.907994134	0.744809923	0.752424655	0.637523615	0.778847523	0.587707335	0.948621493	0.629877783	0.862585315	0.786455903	0.818869745	0.858391175	0.896918077	0.477591319	0.904238789	0.817633035	0.627187643	0.917959371	0.907053268	0.521976361	0.740274438	0.681251395	0.81499255	0.953744444	0.887402752	0.804940887	0.647779406	0.933847834	0.915642748	0.915709801	0.90600273	0.908280088	0.897865277	0.906018566	0.85695678	0.932020302	0.896664546	0.879600719	0.906671981	0.921628593	0.933556867	0.912046252	0.93107313	0.916830191	0.876526494	0.875333472	0.861955789	0.906156401	0.880802441	0.882446611	0.941340574	0.947517299	0.897461102	0.898938529	0.919658786	0.938809096	0.884061244	0.899527489	0.93222661	0.916884525	0.914356928	0.870084688	0.919048975	0.912088054	0.914526968	0.847981764	0.893132946	0.894220442	0.868728397	0.919608852	0.912605326	0.915540563	0.926970532	0.906230615	0.873071428	0.816792042	0.944837658	0.522696902	0.867701596	0.789130508	0.885857917	0.904122743	0.914724373	0.907912104	0.896568599	0.890605656	0.94064968	0.941500538	0.884957933	0.936719473	0.870995649	0.914477945
cg22699361	chr1	854918	0.242416763	0.5992827	0.20317936	0.919384057	0.332612516	0.511472442	0.605764477	0.192679132	0.83191419	0.618481018	0.553793062	0.951150445	0.8487061	0.535046497	0.66499571	0.507841587	0.471822291	0.327394375	0.795144184	0.520703072	0.601542464	0.497037629	0.725034286	0.891294889	0.43505428	0.427085868	0.583233517	0.489759861	0.197580776	0.541473513	0.364371523	0.553858877	0.260803873	0.81315134	0.41377884	0.767888078	0.468397775	0.467730886	0.547688805	0.332425455	0.451900739	0.36779818	0.904659301	0.383292323	0.481990122	0.542343008	0.385615296	0.395691889	0.152664141	0.436305395	0.520884614	0.552060857	0.386265415	0.342076223	0.841758877	0.298496221	0.498829658	0.471967901	0.526322195	0.561138039	0.628651834	0.376218246	0.379802518	0.404441367	0.76458725	0.676040035	0.621461061	0.539539187	0.547660156	0.597554843	0.503420521	0.679024742	0.527447042	0.492800069	0.53190565	0.615009171	0.594992044	0.52979134	0.647958843	0.586321622	0.53522401	0.524126891	0.600605427	0.6034546	0.434256896	0.681171824	0.747818441	0.603089612	0.536852438	0.588710992	0.515475169	0.674918546	0.533649681	0.655970354	0.651106086	0.604897914	0.686518049	0.642566686	0.690006309	0.569047153	0.599972011	0.565649597	0.608513405	0.621468646	0.602050362	0.52612214	0.47458739	0.439386527	0.538041764	0.668850563	0.555212558	0.426859667	0.612100591	0.57726404	0.516550826	0.381085095	0.53957897	0.689021568	0.582957642	0.577109069	0.668454097	0.612082609	0.539110795	0.604367015	0.622723268	0.579173954	0.575909327	0.450166606
